name,constituency,email,website,office_type,office_title,office_address,office_city,office_province,office_postal_code,office_note,office_phone,office_fax,source,time_retrieved
Anna Roberts,King—Vaughan,anna.roberts@parl.gc.ca,,Constituency Office,Main office -  Vaughan,,Vaughan,Ontario,L6A 4H7,,905-303-5000,905-303-5002,https://www.ourcommons.ca/members/en/anna-roberts(105191),1705764558727
Yves Robillard,Marc-Aurèle-Fortin,Yves.Robillard@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1120,613-992-1163,https://www.ourcommons.ca/members/en/yves-robillard(88617),1705764558727
Yves Robillard,Marc-Aurèle-Fortin,Yves.Robillard@parl.gc.ca,,Constituency Office,Main office -  Laval,,Laval,Quebec,H7P 1T1,,450-622-2992,450-622-3003,https://www.ourcommons.ca/members/en/yves-robillard(88617),1705764558727
The Honourable Pablo Rodriguez,Honoré-Mercier,pablo.rodriguez@parl.gc.ca,http://www.pablorodriguez.ca/en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-0580,613-992-1710,https://www.ourcommons.ca/members/en/pablo-rodriguez(25451),1705764558727
The Honourable Pablo Rodriguez,Honoré-Mercier,pablo.rodriguez@parl.gc.ca,http://www.pablorodriguez.ca/en,Constituency Office,Main office -  Montréal,,Montréal,Quebec,H1E 4H7,,514-353-5044,514-353-3050,https://www.ourcommons.ca/members/en/pablo-rodriguez(25451),1705764558727
Churence Rogers,Bonavista—Burin—Trinity,Churence.Rogers@parl.gc.ca,http://churencerogers.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-8655,613-992-5324,https://www.ourcommons.ca/members/en/churence-rogers(98744),1705764558727
Churence Rogers,Bonavista—Burin—Trinity,Churence.Rogers@parl.gc.ca,http://churencerogers.libparl.ca,Constituency Office,Grand Bank,,Grand Bank,Newfoundland and Labrador,A0E 1W0,,709-832-1383,709-832-1380,https://www.ourcommons.ca/members/en/churence-rogers(98744),1705764558727
Churence Rogers,Bonavista—Burin—Trinity,Churence.Rogers@parl.gc.ca,http://churencerogers.libparl.ca,Constituency Office,Main office -  Clarenville,,Clarenville,Newfoundland and Labrador,A5A 1K6,,709-466-6502,709-466-6506,https://www.ourcommons.ca/members/en/churence-rogers(98744),1705764558727
Churence Rogers,Bonavista—Burin—Trinity,Churence.Rogers@parl.gc.ca,http://churencerogers.libparl.ca,Constituency Office,Centreville,,Centreville,Newfoundland and Labrador,A0G 4P0,,709-678-9026,,https://www.ourcommons.ca/members/en/churence-rogers(98744),1705764558727
Sherry Romanado,Longueuil—Charles-LeMoyne,sherry.romanado@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-998-5961,613-954-0707,https://www.ourcommons.ca/members/en/sherry-romanado(88521),1705764558727
Sherry Romanado,Longueuil—Charles-LeMoyne,sherry.romanado@parl.gc.ca,,Constituency Office,Main office -  Greenfield Park,,Greenfield Park,Quebec,J4V 1M9,,450-671-1222,450-671-8884,https://www.ourcommons.ca/members/en/sherry-romanado(88521),1705764558727
Lianne Rood,Lambton—Kent—Middlesex,Lianne.Rood@parl.gc.ca,http://www.liannerood.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-4581,613-947-4584,https://www.ourcommons.ca/members/en/lianne-rood(105210),1705764558727
Lianne Rood,Lambton—Kent—Middlesex,Lianne.Rood@parl.gc.ca,http://www.liannerood.ca,Constituency Office,Main office -  Strathroy,,Strathroy,Ontario,N7G 1X6,,519-245-6561,,https://www.ourcommons.ca/members/en/lianne-rood(105210),1705764558727
Lianne Rood,Lambton—Kent—Middlesex,Lianne.Rood@parl.gc.ca,http://www.liannerood.ca,Constituency Office,Wallaceburg,,Wallaceburg,Ontario,N8A 3P3,,519-627-4899,,https://www.ourcommons.ca/members/en/lianne-rood(105210),1705764558727
Anthony Rota,Nipissing—Timiskaming,anthony.rota@parl.gc.ca,http://anthonyrota.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-6255,613-996-7993,https://www.ourcommons.ca/members/en/anthony-rota(25452),1705764558727
Anthony Rota,Nipissing—Timiskaming,anthony.rota@parl.gc.ca,http://anthonyrota.libparl.ca,Constituency Office,Main office -  North Bay,,North Bay,Ontario,P1B 2T9,,705-474-3700,705-474-6964,https://www.ourcommons.ca/members/en/anthony-rota(25452),1705764558727
Anthony Rota,Nipissing—Timiskaming,anthony.rota@parl.gc.ca,http://anthonyrota.libparl.ca,Constituency Office,New Liskeard,,New Liskeard,Ontario,P1J 1P0,,705-647-6262,705-647-6299,https://www.ourcommons.ca/members/en/anthony-rota(25452),1705764558727
Alex Ruff,Bruce—Grey—Owen Sound,Alex.Ruff@parl.gc.ca,http://www.alexruffmp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-5191,613-952-0979,https://www.ourcommons.ca/members/en/alex-ruff(105070),1705764558727
Alex Ruff,Bruce—Grey—Owen Sound,Alex.Ruff@parl.gc.ca,http://www.alexruffmp.ca,Constituency Office,Main office -  Owen Sound,,Owen Sound,Ontario,N4K 2J1,,519-371-1059,519-371-1752,https://www.ourcommons.ca/members/en/alex-ruff(105070),1705764558727
Ruby Sahota,Brampton North,ruby.sahota@parl.gc.ca,http://rubysahota.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-4843,613-995-7003,https://www.ourcommons.ca/members/en/ruby-sahota(88698),1705764558727
Ruby Sahota,Brampton North,ruby.sahota@parl.gc.ca,http://rubysahota.libparl.ca,Constituency Office,Main office -  Brampton,,Brampton,Ontario,L6R 0Y7,,905-840-0505,905-840-1778,https://www.ourcommons.ca/members/en/ruby-sahota(88698),1705764558727
The Honourable Harjit S. Sajjan,Vancouver South,harjit.sajjan@parl.gc.ca,http://harjitsajjan.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-7052,613-995-2962,https://www.ourcommons.ca/members/en/harjit-s-sajjan(89497),1705764558727
The Honourable Harjit S. Sajjan,Vancouver South,harjit.sajjan@parl.gc.ca,http://harjitsajjan.libparl.ca,Constituency Office,Main office -  Vancouver,,Vancouver,British Columbia,V5P 3X7,,604-775-5323,604-775-5420,https://www.ourcommons.ca/members/en/harjit-s-sajjan(89497),1705764558727
The Honourable Ya'ara Saks,York Centre,yaara.saks@parl.gc.ca,http://yaarasaks.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-941-6339,613-941-2421,https://www.ourcommons.ca/members/en/yaara-saks(107099),1705764558727
The Honourable Ya'ara Saks,York Centre,yaara.saks@parl.gc.ca,http://yaarasaks.libparl.ca,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M3M 0B8,,416-638-3700,416-638-1407,https://www.ourcommons.ca/members/en/yaara-saks(107099),1705764558727
Darrell Samson,Sackville—Preston—Chezzetcook,darrell.samson@parl.gc.ca,http://darrellsamson.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-5822,613-996-9655,https://www.ourcommons.ca/members/en/darrell-samson(88333),1705764558727
Darrell Samson,Sackville—Preston—Chezzetcook,darrell.samson@parl.gc.ca,http://darrellsamson.libparl.ca,Constituency Office,Main office -  Fall River,,Fall River,Nova Scotia,B2T 1W4,,902-861-2311,902-861-4620,https://www.ourcommons.ca/members/en/darrell-samson(88333),1705764558727
Randeep Sarai,Surrey Centre,randeep.sarai@parl.gc.ca,http://randeepsarai.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2922,613-992-0252,https://www.ourcommons.ca/members/en/randeep-sarai(89339),1705764558727
Randeep Sarai,Surrey Centre,randeep.sarai@parl.gc.ca,http://randeepsarai.libparl.ca,Constituency Office,Main office -  Surrey,,Surrey,British Columbia,V3T 2W5,,604-589-2441,604-589-2445,https://www.ourcommons.ca/members/en/randeep-sarai(89339),1705764558727
Simon-Pierre Savard-Tremblay,Saint-Hyacinthe—Bagot,Simon-Pierre.Savard-Tremblay@parl.gc.ca,http://www.spst.quebec,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-4585,613-992-1815,https://www.ourcommons.ca/members/en/simon-pierre-savard-tremblay(104944),1705764558727
Simon-Pierre Savard-Tremblay,Saint-Hyacinthe—Bagot,Simon-Pierre.Savard-Tremblay@parl.gc.ca,http://www.spst.quebec,Constituency Office,Main office -  Saint-Hyacinthe,,Saint-Hyacinthe,Quebec,J2S 8B6,,450-771-0505,450-771-0767,https://www.ourcommons.ca/members/en/simon-pierre-savard-tremblay(104944),1705764558727
Francis Scarpaleggia,Lac-Saint-Louis,francis.scarpaleggia@parl.gc.ca,http://francisscarpaleggia.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-8281,613-995-0528,https://www.ourcommons.ca/members/en/francis-scarpaleggia(25453),1705764558727
Francis Scarpaleggia,Lac-Saint-Louis,francis.scarpaleggia@parl.gc.ca,http://francisscarpaleggia.libparl.ca,Constituency Office,Main office -  Pointe-Claire,,Pointe-Claire,Quebec,H9R 5N3,,514-695-6661,514-695-3708,https://www.ourcommons.ca/members/en/francis-scarpaleggia(25453),1705764558727
The Honourable Andrew Scheer,Regina—Qu'Appelle,Andrew.Scheer@parl.gc.ca,http://www.andrewmp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-4593,613-996-3120,https://www.ourcommons.ca/members/en/andrew-scheer(25454),1705764558727
The Honourable Andrew Scheer,Regina—Qu'Appelle,Andrew.Scheer@parl.gc.ca,http://www.andrewmp.ca,Constituency Office,Fort Qu'appelle,,Fort Qu'appelle,Saskatchewan,S0G 1S0,,306-332-2575,306-332-2576,https://www.ourcommons.ca/members/en/andrew-scheer(25454),1705764558727
The Honourable Andrew Scheer,Regina—Qu'Appelle,Andrew.Scheer@parl.gc.ca,http://www.andrewmp.ca,Constituency Office,Main office -  Regina,,Regina,Saskatchewan,S4R 2P7,,306-790-4727,306-790-4728,https://www.ourcommons.ca/members/en/andrew-scheer(25454),1705764558727
Peter Schiefke,Vaudreuil—Soulanges,peter.schiefke@parl.gc.ca,http://peterschiefke.libparl.ca/?lang=en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-957-3744,613-952-0874,https://www.ourcommons.ca/members/en/peter-schiefke(88649),1705764558727
Peter Schiefke,Vaudreuil—Soulanges,peter.schiefke@parl.gc.ca,http://peterschiefke.libparl.ca/?lang=en,Constituency Office,Main office -  Vaudreuil-Dorion,,Vaudreuil-Dorion,Quebec,J7V 2L6,,450-510-2305,450-510-2383,https://www.ourcommons.ca/members/en/peter-schiefke(88649),1705764558727
Jamie Schmale,Haliburton—Kawartha Lakes—Brock,jamie.schmale@parl.gc.ca,http://jamieschmale.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2474,613-996-9656,https://www.ourcommons.ca/members/en/jamie-schmale(88770),1705764558727
Jamie Schmale,Haliburton—Kawartha Lakes—Brock,jamie.schmale@parl.gc.ca,http://jamieschmale.ca,Constituency Office,Main office -  Lindsay,,Lindsay,Ontario,K9V 6B5,,705-324-2400,705-324-0880,https://www.ourcommons.ca/members/en/jamie-schmale(88770),1705764558727
Kyle Seeback,Dufferin—Caledon,Kyle.Seeback@parl.gc.ca,http://www.kyleseeback.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-7813,613-992-9789,https://www.ourcommons.ca/members/en/kyle-seeback(58841),1705764558727
Kyle Seeback,Dufferin—Caledon,Kyle.Seeback@parl.gc.ca,http://www.kyleseeback.ca,Constituency Office,Main office -  Orangeville,,Orangeville,Ontario,L9W 1K4,,519-941-1832,519-941-8660,https://www.ourcommons.ca/members/en/kyle-seeback(58841),1705764558727
Marc G. Serré,Nickel Belt,marc.serre@parl.gc.ca,http://marcserre.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-9107,613-995-9109,https://www.ourcommons.ca/members/en/marc-g-serre(88874),1705764558727
Marc G. Serré,Nickel Belt,marc.serre@parl.gc.ca,http://marcserre.libparl.ca,Constituency Office,Main office -  Val Caron,,Val Caron,Ontario,P3N 1E3,,705-897-2222,705-897-2223,https://www.ourcommons.ca/members/en/marc-g-serre(88874),1705764558727
Marc G. Serré,Nickel Belt,marc.serre@parl.gc.ca,http://marcserre.libparl.ca,Constituency Office,Sturgeon Falls,,Sturgeon Falls,Ontario,P2B 1R7,,705-580-2584,,https://www.ourcommons.ca/members/en/marc-g-serre(88874),1705764558727
The Honourable Judy A. Sgro,Humber River—Black Creek,judy.sgro@parl.gc.ca,http://judysgro.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-7774,613-947-8319,https://www.ourcommons.ca/members/en/judy-a-sgro(1787),1705764558727
The Honourable Judy A. Sgro,Humber River—Black Creek,judy.sgro@parl.gc.ca,http://judysgro.libparl.ca,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M9M 2Y9,,416-744-1882,416-952-1696,https://www.ourcommons.ca/members/en/judy-a-sgro(1787),1705764558727
Brenda Shanahan,Châteauguay—Lacolle,brenda.shanahan@parl.gc.ca,http://brendashanahan.libparl.ca/?lang=en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-7265,613-996-9287,https://www.ourcommons.ca/members/en/brenda-shanahan(88442),1705764558727
Brenda Shanahan,Châteauguay—Lacolle,brenda.shanahan@parl.gc.ca,http://brendashanahan.libparl.ca/?lang=en,Constituency Office,Main office -  Châteauguay,,Châteauguay,Quebec,J6J 2R4,,450-691-7044,450-691-3114,https://www.ourcommons.ca/members/en/brenda-shanahan(88442),1705764558727
Terry Sheehan,Sault Ste. Marie,terry.sheehan@parl.gc.ca,http://terrysheehan.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-9723,613-992-1954,https://www.ourcommons.ca/members/en/terry-sheehan(88944),1705764558727
Terry Sheehan,Sault Ste. Marie,terry.sheehan@parl.gc.ca,http://terrysheehan.libparl.ca,Constituency Office,Main office -  Sault Ste Marie,,Sault Ste Marie,Ontario,P6A 1Z4,,705-941-2900,705-941-2903,https://www.ourcommons.ca/members/en/terry-sheehan(88944),1705764558727
Martin Shields,Bow River,martin.shields@parl.gc.ca,http://www.martinshieldsbowriver.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0761,613-992-0768,https://www.ourcommons.ca/members/en/martin-shields(89109),1705764558727
Martin Shields,Bow River,martin.shields@parl.gc.ca,http://www.martinshieldsbowriver.ca,Constituency Office,Main office -  Strathmore,,Strathmore,Alberta,T1P 1K1,,403-361-2980,403-361-2989,https://www.ourcommons.ca/members/en/martin-shields(89109),1705764558727
Martin Shields,Bow River,martin.shields@parl.gc.ca,http://www.martinshieldsbowriver.ca,Constituency Office,Brooks,,Brooks,Alberta,T1R 0S3,,403-793-6775,403-793-6778,https://www.ourcommons.ca/members/en/martin-shields(89109),1705764558727
Doug Shipley,Barrie—Springwater—Oro-Medonte,Doug.Shipley@parl.gc.ca,http://www.dougshipleymp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0718,613-992-0745,https://www.ourcommons.ca/members/en/doug-shipley(105031),1705764558727
Doug Shipley,Barrie—Springwater—Oro-Medonte,Doug.Shipley@parl.gc.ca,http://www.dougshipleymp.ca,Constituency Office,Main office -  Barrie,,Barrie,Ontario,L4M 5K3,,705-728-2596,705-728-9465,https://www.ourcommons.ca/members/en/doug-shipley(105031),1705764558727
Maninder Sidhu,Brampton East,Maninder.Sidhu@parl.gc.ca,http://manindersidhu.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0769,613-992-0777,https://www.ourcommons.ca/members/en/maninder-sidhu(105045),1705764558727
Maninder Sidhu,Brampton East,Maninder.Sidhu@parl.gc.ca,http://manindersidhu.libparl.ca,Constituency Office,Main office -  Brampton,,Brampton,Ontario,L6T 0G3,,905-458-1474,905-458-8615,https://www.ourcommons.ca/members/en/maninder-sidhu(105045),1705764558727
Sonia Sidhu,Brampton South,sonia.sidhu@parl.gc.ca,http://soniasidhu.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-5381,613-995-6796,https://www.ourcommons.ca/members/en/sonia-sidhu(88703),1705764558727
Sonia Sidhu,Brampton South,sonia.sidhu@parl.gc.ca,http://soniasidhu.libparl.ca,Constituency Office,Main office -  Brampton,,Brampton,Ontario,L6Y 6H4,,905-846-0076,905-846-3901,https://www.ourcommons.ca/members/en/sonia-sidhu(88703),1705764558727
Mario Simard,Jonquière,Mario.Simard@parl.gc.ca,http://mariosimard.quebec,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-8425,613-947-2748,https://www.ourcommons.ca/members/en/mario-simard(104773),1705764558727
Mario Simard,Jonquière,Mario.Simard@parl.gc.ca,http://mariosimard.quebec,Constituency Office,Main office -  Jonquiere,,Jonquiere,Quebec,G7S 3B6,,418-695-4477,418-695-4467,https://www.ourcommons.ca/members/en/mario-simard(104773),1705764558727
Nathalie Sinclair-Desgagné,Terrebonne,nathalie.sinclair-desgagne@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-4788,613-947-4879,https://www.ourcommons.ca/members/en/nathalie-sinclair-desgagne(110300),1705764558727
Nathalie Sinclair-Desgagné,Terrebonne,nathalie.sinclair-desgagne@parl.gc.ca,,Constituency Office,Main office -  Terrebonne,,Terrebonne,Quebec,J6W 1J6,,450-964-9417,450-964-1234,https://www.ourcommons.ca/members/en/nathalie-sinclair-desgagne(110300),1705764558727
Jagmeet Singh,Burnaby South,Jagmeet.Singh@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-5597,613-947-0868,https://www.ourcommons.ca/members/en/jagmeet-singh(71588),1705764558727
Jagmeet Singh,Burnaby South,Jagmeet.Singh@parl.gc.ca,,Constituency Office,Main office -  Burnaby,,Burnaby,British Columbia,V5H 2E2,,604-291-8863,604-666-0727,https://www.ourcommons.ca/members/en/jagmeet-singh(71588),1705764558727
Clifford Small,Coast of Bays—Central—Notre Dame,clifford.small@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-3935,613-996-7622,https://www.ourcommons.ca/members/en/clifford-small(109867),1705764558727
Clifford Small,Coast of Bays—Central—Notre Dame,clifford.small@parl.gc.ca,,Constituency Office,Gander,,Gander,Newfoundland and Labrador,A1V 1G4,,709-256-3130,709-256-3169,https://www.ourcommons.ca/members/en/clifford-small(109867),1705764558727
Clifford Small,Coast of Bays—Central—Notre Dame,clifford.small@parl.gc.ca,,Constituency Office,Main office -  Grand Falls-Windsor,,Grand Falls-Windsor,Newfoundland and Labrador,A2A 2S8,,709-489-8470,709-489-8478,https://www.ourcommons.ca/members/en/clifford-small(109867),1705764558727
Francesco Sorbara,Vaughan—Woodbridge,francesco.sorbara@parl.gc.ca,http://francescosorbara.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-4971,613-996-4973,https://www.ourcommons.ca/members/en/francesco-sorbara(88999),1705764558727
Francesco Sorbara,Vaughan—Woodbridge,francesco.sorbara@parl.gc.ca,http://francescosorbara.libparl.ca,Constituency Office,Main office -  Woodbridge,,Woodbridge,Ontario,L4L 9R6,,905-264-6446,905-264-8637,https://www.ourcommons.ca/members/en/francesco-sorbara(88999),1705764558727
Gerald Soroka,Yellowhead,Gerald.Soroka@parl.gc.ca,http://geraldsorokamp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1653,613-992-3459,https://www.ourcommons.ca/members/en/gerald-soroka(105751),1705764558727
Gerald Soroka,Yellowhead,Gerald.Soroka@parl.gc.ca,http://geraldsorokamp.ca,Constituency Office,Main office -  Edson,,Edson,Alberta,T7E 1V9,,780-723-6068,780-723-5060,https://www.ourcommons.ca/members/en/gerald-soroka(105751),1705764558727
Charles Sousa,Mississauga—Lakeshore,charles.sousa@parl.gc.ca,http://charlessousa.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-4848,613-996-3267,https://www.ourcommons.ca/members/en/charles-sousa(114349),1705764558727
Charles Sousa,Mississauga—Lakeshore,charles.sousa@parl.gc.ca,http://charlessousa.libparl.ca,Constituency Office,Main office -  Mississauga,,Mississauga,Ontario,L4Y 1A6,,905-273-8033,905-273-5040,https://www.ourcommons.ca/members/en/charles-sousa(114349),1705764558727
Warren Steinley,Regina—Lewvan,Warren.Steinley@parl.gc.ca,http://warrensteinley.com,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-9115,613-992-0131,https://www.ourcommons.ca/members/en/warren-steinley(105581),1705764558727
Warren Steinley,Regina—Lewvan,Warren.Steinley@parl.gc.ca,http://warrensteinley.com,Constituency Office,Main office -  Regina,,Regina,Saskatchewan,S4X 2Z2,,306-790-4747,,https://www.ourcommons.ca/members/en/warren-steinley(105581),1705764558727
Gabriel Ste-Marie,Joliette,gabriel.ste-marie@parl.gc.ca,http://gabrielstemarie.quebec,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-6910,613-995-2818,https://www.ourcommons.ca/members/en/gabriel-ste-marie(88485),1705764558727
Gabriel Ste-Marie,Joliette,gabriel.ste-marie@parl.gc.ca,http://gabrielstemarie.quebec,Constituency Office,Main office -  Joliette,,Joliette,Quebec,J6E 5E5,,450-752-1940,450-752-1719,https://www.ourcommons.ca/members/en/gabriel-ste-marie(88485),1705764558727
Jake Stewart,Miramichi—Grand Lake,jake.stewart@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-5335,613-996-8418,https://www.ourcommons.ca/members/en/jake-stewart(109951),1705764558727
Jake Stewart,Miramichi—Grand Lake,jake.stewart@parl.gc.ca,,Constituency Office,Main office -  Miramichi,,Miramichi,New Brunswick,E1V 6N6,,506-778-8448,506-778-8150,https://www.ourcommons.ca/members/en/jake-stewart(109951),1705764558727
The Honourable Pascale St-Onge,Brome—Missisquoi,pascale.st-onge@parl.gc.ca,http://pascalestonge.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-8185,613-947-8188,https://www.ourcommons.ca/members/en/pascale-st-onge(110044),1705764558727
The Honourable Pascale St-Onge,Brome—Missisquoi,pascale.st-onge@parl.gc.ca,http://pascalestonge.libparl.ca,Constituency Office,Main office -  Cowansville,,Cowansville,Quebec,J2K 5E7,,450-263-5026,819-868-5609,https://www.ourcommons.ca/members/en/pascale-st-onge(110044),1705764558727
Mark Strahl,Chilliwack—Hope,Mark.Strahl@parl.gc.ca,http://www.markstrahl.com,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2940,613-944-9376,https://www.ourcommons.ca/members/en/mark-strahl(71986),1705764558727
Mark Strahl,Chilliwack—Hope,Mark.Strahl@parl.gc.ca,http://www.markstrahl.com,Constituency Office,Main office -  Chilliwack,,Chilliwack,British Columbia,V2R 4E4,,604-847-9711,604-847-9744,https://www.ourcommons.ca/members/en/mark-strahl(71986),1705764558727
Shannon Stubbs,Lakeland,shannon.stubbs@parl.gc.ca,http://www.shannonstubbs.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-4171,613-996-9011,https://www.ourcommons.ca/members/en/shannon-stubbs(89198),1705764558727
Shannon Stubbs,Lakeland,shannon.stubbs@parl.gc.ca,http://www.shannonstubbs.ca,Constituency Office,Main office -  Two Hills,,Two Hills,Alberta,T0B 4K0,,780-657-7075,780-657-7079,https://www.ourcommons.ca/members/en/shannon-stubbs(89198),1705764558727
The Honourable Jenna Sudds,Kanata—Carleton,jenna.sudds@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1119,613-992-1043,https://www.ourcommons.ca/members/en/jenna-sudds(110459),1705764558727
The Honourable Jenna Sudds,Kanata—Carleton,jenna.sudds@parl.gc.ca,,Constituency Office,Main office -  Kanata,,Kanata,Ontario,K2K 2X3,,613-592-3469,613-592-4756,https://www.ourcommons.ca/members/en/jenna-sudds(110459),1705764558727
The Honourable Filomena Tassi,Hamilton West—Ancaster—Dundas,filomena.tassi@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1034,613-992-1050,https://www.ourcommons.ca/members/en/filomena-tassi(88784),1705764558727
The Honourable Filomena Tassi,Hamilton West—Ancaster—Dundas,filomena.tassi@parl.gc.ca,,Constituency Office,Main office -  Hamilton,,Hamilton,Ontario,L8S 0A2,,905-529-5435,905-529-4123,https://www.ourcommons.ca/members/en/filomena-tassi(88784),1705764558727
Leah Taylor Roy,Aurora—Oak Ridges—Richmond Hill,leah.taylorroy@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0700,613-992-0716,https://www.ourcommons.ca/members/en/leah-taylor-roy(105024),1705764558727
Leah Taylor Roy,Aurora—Oak Ridges—Richmond Hill,leah.taylorroy@parl.gc.ca,,Constituency Office,Main office -  Richmond Hill,,Richmond Hill,Ontario,L4E 4H1,,905-773-8358,905-773-8374,https://www.ourcommons.ca/members/en/leah-taylor-roy(105024),1705764558727
Luc Thériault,Montcalm,luc.theriault@parl.gc.ca,http://luctheriault.quebec,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0164,613-992-5341,https://www.ourcommons.ca/members/en/luc-theriault(88552),1705764558727
Luc Thériault,Montcalm,luc.theriault@parl.gc.ca,http://luctheriault.quebec,Constituency Office,Main office -  Mascouche,,Mascouche,Quebec,J7K 2M1,,1-800-263-5726,450-474-1585,https://www.ourcommons.ca/members/en/luc-theriault(88552),1705764558727
